pid,name,age,height,weight,gp,pts,reb,ast,net_rating,season
4437,Luka Doncic,22,200.66,104.32616,66,27.7,8,8.6,3.9,2020-21
4440,Luka Samanic,21,208.28,102.965384,33,3.7,2.1,0.5,-2,2020-21
4443,Luke Kennard,25,195.58,93.439952,63,8.3,2.6,1.7,-0.4,2020-21
4446,Luke Kornet,25,218.44,113.398,31,3.4,2.2,0.8,5.8,2020-21
4450,Malachi Flynn,23,185.42,79.3786,47,7.5,2.5,2.9,-5.6,2020-21
4453,Malcolm Brogdon,28,195.58,103.872568,56,21.2,5.3,5.9,-0.5,2020-21
4459,Malik Beasley,24,193.04,84.821704,37,19.6,4.4,2.4,-7.2,2020-21
4463,Malik Fitts,23,203.2,104.32616,3,1,1,0,-27.3,2020-21
4466,Malik Monk,23,190.5,90.7184,42,11.7,2.4,2.1,0.8,2020-21
4473,Mamadi Diakite,24,205.74,103.418976,14,3.1,2.4,0.6,3.8,2020-21
4414,LeBron James,36,205.74,113.398,45,25,7.7,7.8,9.2,2020-21
4476,Marc Gasol,36,210.82,115.66596,52,5,4.1,2.1,4.3,2020-21
4486,Marcus Smart,27,190.5,99.79024,48,13.1,3.5,5.7,2.8,2020-21
4495,Markelle Fultz,23,190.5,94.800728,8,12.9,3.1,5.4,-6.5,2020-21
4499,Markieff Morris,31,205.74,111.13004,61,6.7,4.4,1.2,0.8,2020-21
4505,Markus Howard,22,177.8,79.3786,37,2.8,0.6,0.5,-17,2020-21
4508,Marques Bolden,23,208.28,112.944408,6,1.2,1,0,12.3,2020-21
4512,Marquese Chriss,23,205.74,108.86208,2,6.5,6.5,1,-40.3,2020-21
4515,Marvin Bagley III,22,210.82,106.59412,43,14.1,7.4,1,-3.7,2020-21
4522,Mason Jones,22,193.04,90.7184,32,5.3,1.7,1.3,-9.9,2020-21
4525,Mason Plumlee,31,210.82,115.212368,56,10.4,9.3,3.6,-4.9,2020-21
4528,Matisse Thybulle,24,195.58,91.171992,65,3.9,1.9,1,4.6,2020-21
4535,Matt Thomas,26,193.04,86.18248,45,3.1,1,0.4,-9.3,2020-21
4538,Matthew Dellavedova,30,190.5,90.7184,13,2.8,1.8,4.5,-3.1,2020-21
4541,Maurice Harkless,28,200.66,99.79024,37,5.2,2.4,1.2,-2.9,2020-21
4544,Max Strus,25,195.58,97.52228,39,6.1,1.1,0.6,-4.2,2020-21
4482,Marcus Morris Sr.,31,203.2,98.883056,57,13.4,4.1,1,4.2,2020-21
3137,Aaron Gordon,25,203.2,106.59412,50,12.4,5.7,3.2,2.1,2020-21
